Entry	Status	Gene ontology IDs	Organism ID	Protein names
Q030W6	unreviewed	GO:0005737; GO:0005975; GO:0008861; GO:0016829	272622	Pyruvate-formate lyase
G8P708	unreviewed	GO:0005737; GO:0005975; GO:0008861; GO:0016829	1104322	Pyruvate formate-lyase (EC 2.3.1.54)
T0UK23	unreviewed	GO:0005737; GO:0005975; GO:0008861	1234877	Formate acetyltransferase
A0A2A9IAR7	unreviewed	GO:0005737; GO:0005975; GO:0008861	1358	Formate acetyltransferase
A0A0A7SYI3	unreviewed	GO:0005737; GO:0005975; GO:0008861; GO:0016829	1360	Formate C-acetyltransferase (Formate acetyltransferase, pflB) (Pyruvate formate-lyase)
A0A0V8B4D8	unreviewed	GO:0005737; GO:0005975; GO:0008861; GO:0016829	1360	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate-lyase)
A0A0M2ZZ45	unreviewed	GO:0005737; GO:0005975; GO:0008861; GO:0016829	1359	Formate acetyltransferase (EC 2.3.1.54) (Formate acetyltransferase, pflB) (Pyruvate formate-lyase)
A0A2R5HDQ9	unreviewed	GO:0005737; GO:0005975; GO:0008861	2169526	Formate acetyltransferase
O32799	reviewed	GO:0005737; GO:0006006; GO:0008861	416870	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate-lyase)
O32797	reviewed	GO:0005737; GO:0006006; GO:0008861	272623	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate-lyase)
A0A139PM26	unreviewed	GO:0005737; GO:0005975; GO:0008861; GO:0016829	28037	Pyruvate formate-lyase (EC 2.3.1.54)
A0A150NQD2	unreviewed	GO:0005737; GO:0005975; GO:0008861; GO:0016829	28037	Pyruvate formate-lyase (EC 2.3.1.54)
A0A133S3J7	unreviewed	GO:0005737; GO:0005975; GO:0008861	28037	Formate C-acetyltransferase
F9MK08	unreviewed	GO:0005737; GO:0005975; GO:0008861	1035187	Formate C-acetyltransferase (EC 2.3.1.54)
I0S7H1	unreviewed	GO:0005737; GO:0005975; GO:0008861	1095735	Formate C-acetyltransferase (EC 2.3.1.54)
I0SWK3	unreviewed	GO:0005737; GO:0005975; GO:0008861	1095736	Formate C-acetyltransferase (EC 2.3.1.54)
E9FMB6	unreviewed	GO:0005737; GO:0005975; GO:0008861	563038	Formate C-acetyltransferase (EC 2.3.1.54)
Q1JF58	unreviewed	GO:0005737; GO:0005975; GO:0008861	370552	Formate acetyltransferase (EC 2.3.1.54)
