Entry	Status	Gene ontology IDs	Organism ID	Protein names
A0A1V3KZV1	unreviewed	GO:0004850; GO:0005737; GO:0009116; GO:0009166	1906744	Uridine phosphorylase
A0A1V3L104	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	1906745	Uridine phosphorylase (EC 2.4.2.3)
A0A1B8T1L3	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	729	Uridine phosphorylase (EC 2.4.2.3)
V4Q0A0	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	1331042	Uridine phosphorylase (EC 2.4.2.3)
A0A1B3JG44	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	1679001	Uridine phosphorylase (EC 2.4.2.3)
C9PPA7	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	667128	Uridine phosphorylase (EC 2.4.2.3)
A0A2J9QLL3	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	747	Uridine phosphorylase (EC 2.4.2.3)
Q9CKN8	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	272843	Uridine phosphorylase (EC 2.4.2.3)
A0A379EWF7	unreviewed		753	Uridine phosphorylase (EC 2.4.2.3)
A0A0E3V3M3	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	1304873	Uridine phosphorylase (EC 2.4.2.3)
A0A1T0AUW1	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	734	Uridine phosphorylase (EC 2.4.2.3)
A0A2K0Y7A6	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	747	Uridine phosphorylase (EC 2.4.2.3)
A0A0A3AR69	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	505317	Uridine phosphorylase (EC 2.4.2.3)
A0A1W1UF84	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	1122938	Uridine phosphorylase (EC 2.4.2.3)
E8KKB0	unreviewed	GO:0004850; GO:0005737; GO:0009116; GO:0009166	887324	Phosphorylase family
A0A254VIG0	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	2014876	Uridine phosphorylase (EC 2.4.2.3)
A0A084EV29	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	738	Uridine phosphorylase (EC 2.4.2.3)
A0A0E1RPI0	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	456298	Uridine phosphorylase (EC 2.4.2.3)
U4SAL0	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	1275971	Uridine phosphorylase (EC 2.4.2.3)
U4RQ09	unreviewed	GO:0004850; GO:0005737; GO:0009166; GO:0044206	1117322	Uridine phosphorylase (EC 2.4.2.3)
