Entry	Status	Gene ontology IDs	Organism ID	Protein names
A0A2D3PQ47	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	860	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A2G9E7Z8	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	860	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A2D3PXQ0	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	860	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A2G9EEP4	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	860	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A2D3NWH8	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	860	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A0M1VS10	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	469606	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A2D3JHL8	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	155615	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A095WHA7	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	469599	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A0S2ZMJ8	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	1307442	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
U7SIU5	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	1316586	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
Q7P6Z1	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	209882	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
K1GK20	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	620833	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
R5XGR4	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	1262900	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
D6LIF3	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	469621	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
F7KWT9	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	457403	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
D4CSV4	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	546275	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A1E9EEH2	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	1739279	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
D5REA5	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	525283	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A2C6C219	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	76857	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A2G7HD78	unreviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	155615	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
Q8RG14	reviewed	GO:0004814; GO:0005524; GO:0005737; GO:0006420	190304	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)
A0A133PCL0	unreviewed	GO:0004814; GO:0005524; GO:0006420	851	DALR anticodon binding domain protein (Fragment)
