Entry	Status	Gene ontology IDs	Organism ID	Protein names
A0A326RQF7	unreviewed	GO:0016740	475299	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A317HFD1	unreviewed	GO:0016740	1898104	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1M5F549	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1121884	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A257HXN2	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	2015574	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
V6RY81	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1341154	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1E4EFY6	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1660119	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A2I2MAY5	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1680763	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1Q3U0V2	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1895834	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A258Y5U7	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1970493	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A172U0G7	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1492898	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A2S6R2X7	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	2013103	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A2S6R3N5	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	2013104	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A2W7S3B1	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016740; GO:2001295	1004304	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1M6I8G3	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	192903	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1J5S589	unreviewed	GO:0003989; GO:0006633; GO:0009317; GO:0016740	410659	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)
A0A1N7F5T3	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	354630	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A354CX05	unreviewed		2035772	Acetyl-CoA carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)
A0A1M5ECA0	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	271157	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A2D0N7J3	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1122177	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A2G9SSI8	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	2033588	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1Q5ZSE7	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1302689	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A162R320	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1812911	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A0C1IRE5	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1349421	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1H3Z8G2	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	551991	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A3HRW8	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	388413	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A2T7QF51	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	2171976	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A1ZL11	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	313606	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A0E9N2A9	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1220578	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A0C1L272	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1463156	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1Q4F5V1	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1895837	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1M3QXR7	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1895835	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A258U8R3	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1970573	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1G3J9K7	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1802167	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1F4RCD9	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1802567	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A258YRV3	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1970572	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
A0A1F4RLN7	unreviewed	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	1802568	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
