Entry	Status	Gene ontology IDs	Organism ID	Protein names
F6G5H2	unreviewed	GO:0009102; GO:0010340; GO:0102130	1031711	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)
A3RSA4	unreviewed	GO:0009102; GO:0010340; GO:0102130	342110	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)
A0A072T147	unreviewed	GO:0009102; GO:0010340; GO:0102130	305	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)
A0A0F0E8H3	unreviewed	GO:0009102; GO:0010340; GO:0102130	1619951	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)
A0A255X7Q2	unreviewed	GO:0009102; GO:0010340; GO:0102130	305	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)
A0A0Y0JIE4	unreviewed	GO:0016787	57143	Dienelactone hydrolase
A0A257UTM0	unreviewed	GO:0043190; GO:0055085	1970299	LPS export ABC transporter permease LptF
I3CM20	unreviewed	GO:0005887; GO:0015604	1175306	Phosphate/phosphonate ABC transporter permease
A0A0G3G5H3	unreviewed		106634	Uncharacterized protein
M4NF04	unreviewed	GO:0070006	666685	Xaa-Pro aminopeptidase
A0A154QF72	unreviewed	GO:0070006	416169	Peptidase M24
A0A1Y2HRS4	unreviewed	GO:0016021	765915	Uncharacterized protein (Fragment)
A0A1A2GT40	unreviewed	GO:0016787; GO:0016831	1834139	Amidohydrolase
