Entry	Status	Gene ontology IDs	Organism ID	Protein names
F7QVV4	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1041521	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A2A7QSV6	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	2042038	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
V6DMK8	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1273133	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A0R1YBA0	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1423821	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A179C2E0	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1606	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A089QHC4	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1624	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A358FCU9	unreviewed		1591	ATP synthase subunit beta
Q1WUC6	reviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	362948	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A2D9L187	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	2026760	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A1J4XKU7	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1805240	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A2M7UFI3	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1975522	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A2M7XPA8	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1975523	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
H1HEL0	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	999414	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A1F0DV02	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1739543	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
U7TQT3	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1316587	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A1S1MLB8	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	851	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A323TW44	unreviewed		851	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A0M4SDC5	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	76856	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
X7RYN4	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1357398	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A140PNB7	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	457405	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
D6BHF3	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	556264	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A0S2ZED4	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1307444	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
G6C6H8	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	861452	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
U7T6U6	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1204474	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
X8GWG2	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	936563	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
R9RAC9	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	469607	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A2H0QVQ3	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1975115	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
X8HMJ0	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1032505	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
W3Y8F9	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	936562	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A5TTJ6	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	393480	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
C7XPR7	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	469604	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
X8HYY6	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	936561	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A2B7YXJ7	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	76859	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
F9EL78	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	997347	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0A2D3NXF4	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	860	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
J8S3T5	unreviewed	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933	1216362	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
