# MetaGOmics GO report
# MetaGOmics version: 0.1.1
# Run date: Fri Aug 03 14:09:50 PDT 2018
GO acc	GO aspect	GO name	count	total count	ratio
GO:2000113	biological_process	negative regulation of cellular macromolecule biosynthetic process	10	10	1.0
GO:0065003	biological_process	macromolecular complex assembly	10	10	1.0
GO:0065007	biological_process	biological regulation	10	10	1.0
GO:0010629	biological_process	negative regulation of gene expression	10	10	1.0
GO:0071826	biological_process	ribonucleoprotein complex subunit organization	10	10	1.0
GO:0044444	cellular_component	cytoplasmic part	10	10	1.0
GO:0044445	cellular_component	cytosolic part	10	10	1.0
GO:0044446	cellular_component	intracellular organelle part	10	10	1.0
GO:0009058	biological_process	biosynthetic process	10	10	1.0
GO:0009059	biological_process	macromolecule biosynthetic process	10	10	1.0
GO:0006518	biological_process	peptide metabolic process	10	10	1.0
GO:0071840	biological_process	cellular component organization or biogenesis	10	10	1.0
GO:0016043	biological_process	cellular component organization	10	10	1.0
GO:0044464	cellular_component	cell part	10	10	1.0
GO:0003723	molecular_function	RNA binding	10	10	1.0
GO:0043933	biological_process	macromolecular complex subunit organization	10	10	1.0
GO:0003729	molecular_function	mRNA binding	10	10	1.0
GO:0006807	biological_process	nitrogen compound metabolic process	10	10	1.0
GO:0030529	cellular_component	intracellular ribonucleoprotein complex	10	10	1.0
GO:0003735	molecular_function	structural constituent of ribosome	10	10	1.0
GO:0034622	biological_process	cellular macromolecular complex assembly	10	10	1.0
GO:0032268	biological_process	regulation of cellular protein metabolic process	10	10	1.0
GO:0032269	biological_process	negative regulation of cellular protein metabolic process	10	10	1.0
GO:0060255	biological_process	regulation of macromolecule metabolic process	10	10	1.0
GO:0022607	biological_process	cellular component assembly	10	10	1.0
GO:0009889	biological_process	regulation of biosynthetic process	10	10	1.0
GO:0009890	biological_process	negative regulation of biosynthetic process	10	10	1.0
GO:0009892	biological_process	negative regulation of metabolic process	10	10	1.0
GO:0051171	biological_process	regulation of nitrogen compound metabolic process	10	10	1.0
GO:0051172	biological_process	negative regulation of nitrogen compound metabolic process	10	10	1.0
GO:0034641	biological_process	cellular nitrogen compound metabolic process	10	10	1.0
GO:0019222	biological_process	regulation of metabolic process	10	10	1.0
GO:0034645	biological_process	cellular macromolecule biosynthetic process	10	10	1.0
GO:0044237	biological_process	cellular metabolic process	10	10	1.0
GO:0044238	biological_process	primary metabolic process	10	10	1.0
GO:0044249	biological_process	cellular biosynthetic process	10	10	1.0
GO:0080090	biological_process	regulation of primary metabolic process	10	10	1.0
GO:0005488	molecular_function	binding	10	10	1.0
GO:0022618	biological_process	ribonucleoprotein complex assembly	10	10	1.0
GO:0044260	biological_process	cellular macromolecule metabolic process	10	10	1.0
GO:0043170	biological_process	macromolecule metabolic process	10	10	1.0
GO:0048519	biological_process	negative regulation of biological process	10	10	1.0
GO:0016020	cellular_component	membrane	10	10	1.0
GO:0044267	biological_process	cellular protein metabolic process	10	10	1.0
GO:0048523	biological_process	negative regulation of cellular process	10	10	1.0
GO:0044271	biological_process	cellular nitrogen compound biosynthetic process	10	10	1.0
GO:0010468	biological_process	regulation of gene expression	10	10	1.0
GO:0019538	biological_process	protein metabolic process	10	10	1.0
GO:0051246	biological_process	regulation of protein metabolic process	10	10	1.0
GO:0051248	biological_process	negative regulation of protein metabolic process	10	10	1.0
GO:0022627	cellular_component	cytosolic small ribosomal subunit	10	10	1.0
GO:1901564	biological_process	organonitrogen compound metabolic process	10	10	1.0
GO:1901566	biological_process	organonitrogen compound biosynthetic process	10	10	1.0
GO:0044822	molecular_function	poly(A) RNA binding	10	10	1.0
GO:1901576	biological_process	organic substance biosynthetic process	10	10	1.0
GO:2000765	biological_process	regulation of cytoplasmic translation	10	10	1.0
GO:2000766	biological_process	negative regulation of cytoplasmic translation	10	10	1.0
GO:1990904	cellular_component	ribonucleoprotein complex	10	10	1.0
GO:0009987	biological_process	cellular process	10	10	1.0
GO:0043226	cellular_component	organelle	10	10	1.0
GO:0097159	molecular_function	organic cyclic compound binding	10	10	1.0
GO:0043228	cellular_component	non-membrane-bounded organelle	10	10	1.0
GO:0043229	cellular_component	intracellular organelle	10	10	1.0
GO:0043232	cellular_component	intracellular non-membrane-bounded organelle	10	10	1.0
GO:0071704	biological_process	organic substance metabolic process	10	10	1.0
GO:0031323	biological_process	regulation of cellular metabolic process	10	10	1.0
GO:0031324	biological_process	negative regulation of cellular metabolic process	10	10	1.0
GO:0031326	biological_process	regulation of cellular biosynthetic process	10	10	1.0
GO:0031327	biological_process	negative regulation of cellular biosynthetic process	10	10	1.0
